PId,Pname,PCategory,QtySold,Price,Amount,Country
QA-28,Tshirt6,Tshirts,5,1127.925,5639.625,Qatar
QA-29,Shoes1,Shoes,6,549.9,3299.3999999999996,Qatar
QA-30,Tshirt6,Tshirts,7,1155.15,8086.050000000001,Qatar
QA-31,Jeans2,Jeans,2,925.875,1851.75,Qatar
QA-32,Phone4,Smart Phone,10,1044.225,10442.25,Qatar
QA-33,Shoes2,Shoes,4,1155.825,4623.3,Qatar
QA-34,Shoes5,Shoes,2,1029.375,2058.75,Qatar
QA-35,Tshirt6,Tshirts,2,552.6,1105.2,Qatar
QA-36,Tshirt4,Tshirts,2,1034.1,2068.2,Qatar
QA-37,Phone1,Smart Phone,7,538.875,3772.125,Qatar
QA-38,Perfume1,Perfumes,7,770.8499999999999,5395.949999999999,Qatar
QA-39,Phone2,Smart Phone,10,500.85,5008.5,Qatar
QA-40,Phone5,Smart Phone,6,942.9749999999999,5657.849999999999,Qatar
QA-41,Tshirt4,Tshirts,10,626.4,6264.0,Qatar
QA-42,Perfume6,Perfumes,4,1118.25,4473.0,Qatar
QA-43,Perfume3,Perfumes,8,994.05,7952.4,Qatar
QA-44,Jeans2,Jeans,1,581.625,581.625,Qatar
QA-45,Perfume6,Perfumes,5,896.625,4483.125,Qatar
QA-46,Jeans2,Jeans,10,730.35,7303.5,Qatar
QA-47,Tshirt5,Tshirts,3,533.025,1599.0749999999998,Qatar
QA-48,Perfume1,Perfumes,4,1167.975,4671.9,Qatar
QA-49,Jeans1,Jeans,8,973.3499999999999,7786.799999999999,Qatar
QA-50,Perfume6,Perfumes,10,884.475,8844.75,Qatar
QA-51,Shoes4,Shoes,2,807.3000000000001,1614.6000000000001,Qatar
QA-52,Tshirt4,Tshirts,1,934.65,934.65,Qatar
QA-53,Phone5,Smart Phone,8,1000.8,8006.4,Qatar
QA-54,Shoes6,Shoes,7,620.775,4345.425,Qatar
QA-55,Shoes1,Shoes,1,876.6,876.6,Qatar
QA-57,Jeans3,Jeans,5,990.0,4950.0,Qatar
QA-58,Perfume2,Perfumes,1,615.15,615.15,Qatar
QA-59,Tshirt1,Tshirts,3,755.1,2265.3,Qatar
QA-60,Tshirt3,Tshirts,5,808.65,4043.25,Qatar
QA-61,Shoes6,Shoes,9,1168.425,10515.824999999999,Qatar
QA-62,Phone6,Smart Phone,3,1103.175,3309.5249999999996,Qatar
QA-63,Jeans2,Jeans,6,713.025,4278.15,Qatar
QA-64,Bottle2,Water bottles,10,899.1,8991.0,Qatar
QA-65,Shoes2,Shoes,1,928.3499999999999,928.3499999999999,Qatar
QA-66,Jeans5,Jeans,8,637.875,5103.0,Qatar
QA-67,Phone6,Smart Phone,3,844.8749999999999,2534.6249999999995,Qatar
QA-68,Bottle5,Water bottles,9,814.05,7326.45,Qatar
QA-69,Shoes5,Shoes,8,820.8,6566.4,Qatar
QA-70,Bottle5,Water bottles,4,645.075,2580.3,Qatar
QA-71,Jeans4,Jeans,7,1107.225,7750.574999999999,Qatar
QA-72,Shoes3,Shoes,3,1012.7249999999999,3038.1749999999997,Qatar
QA-73,Perfume3,Perfumes,1,814.725,814.725,Qatar
QA-74,Phone4,Smart Phone,7,747.225,5230.575,Qatar
QA-76,Tshirt3,Tshirts,5,1075.5,5377.5,Qatar
QA-77,Bottle1,Water bottles,4,561.375,2245.5,Qatar
QA-78,Tshirt5,Tshirts,4,959.8499999999999,3839.3999999999996,Qatar
QA-79,Bottle6,Water bottles,4,980.7750000000001,3923.1000000000004,Qatar
QA-80,Bottle6,Water bottles,5,499.27500000000003,2496.375,Qatar
QA-82,Bottle5,Water bottles,3,1091.25,3273.75,Qatar
QA-83,Bottle6,Water bottles,4,849.825,3399.3,Qatar
QA-84,Phone6,Smart Phone,6,1040.4,6242.400000000001,Qatar
QA-85,Jeans4,Jeans,7,638.1,4466.7,Qatar
QA-86,Perfume1,Perfumes,10,1097.1,10971.0,Qatar
QA-87,Bottle1,Water bottles,6,728.1,4368.6,Qatar
QA-88,Bottle4,Water bottles,9,700.425,6303.825,Qatar
QA-89,Perfume1,Perfumes,3,1168.425,3505.2749999999996,Qatar
QA-90,Perfume6,Perfumes,10,889.8749999999999,8898.749999999998,Qatar
QA-91,Phone2,Smart Phone,2,862.6500000000001,1725.3000000000002,Qatar
QA-92,Tshirt3,Tshirts,8,934.8749999999999,7478.999999999999,Qatar
QA-93,Jeans1,Jeans,3,515.475,1546.4250000000002,Qatar
QA-94,Phone1,Smart Phone,2,1122.975,2245.95,Qatar
QA-95,Jeans2,Jeans,9,541.8,4876.2,Qatar
QA-96,Perfume1,Perfumes,7,763.65,5345.55,Qatar
QA-97,Jeans5,Jeans,2,762.0749999999999,1524.1499999999999,Qatar
QA-98,Jeans2,Jeans,5,792.0000000000001,3960.0000000000005,Qatar
QA-99,Phone2,Smart Phone,5,899.3249999999999,4496.625,Qatar
QA-100,Bottle4,Water bottles,1,1178.1,1178.1,Qatar
QA-101,Phone5,Smart Phone,9,720.6750000000001,6486.075000000001,Qatar
QA-102,Phone4,Smart Phone,1,1002.825,1002.825,Qatar
QA-103,Phone3,Smart Phone,5,763.65,3818.25,Qatar
QA-104,Jeans4,Jeans,10,999.9,9999.0,Qatar
QA-105,Bottle2,Water bottles,2,765.2249999999999,1530.4499999999998,Qatar
QA-106,Jeans2,Jeans,9,695.025,6255.224999999999,Qatar
QA-107,Bottle6,Water bottles,4,1121.175,4484.7,Qatar
QA-108,Perfume1,Perfumes,2,1015.1999999999999,2030.3999999999999,Qatar
QA-110,Tshirt1,Tshirts,8,756.6750000000001,6053.400000000001,Qatar
QA-112,Jeans3,Jeans,8,828.225,6625.8,Qatar
QA-113,Perfume6,Perfumes,8,590.4,4723.2,Qatar
QA-114,Jeans2,Jeans,10,562.95,5629.5,Qatar
QA-117,Bottle5,Water bottles,1,1071.225,1071.225,Qatar
QA-118,Bottle6,Water bottles,2,763.2,1526.4,Qatar
QA-120,Jeans3,Jeans,4,556.65,2226.6,Qatar
QA-121,Tshirt3,Tshirts,2,645.75,1291.5,Qatar
QA-122,Bottle2,Water bottles,1,780.525,780.525,Qatar
QA-123,Shoes3,Shoes,4,924.975,3699.9,Qatar
QA-124,Phone4,Smart Phone,4,566.55,2266.2,Qatar
QA-125,Tshirt4,Tshirts,1,762.3000000000001,762.3000000000001,Qatar
QA-126,Tshirt6,Tshirts,10,748.3499999999999,7483.499999999999,Qatar
QA-127,Jeans4,Jeans,10,838.575,8385.75,Qatar
QA-128,Bottle5,Water bottles,10,611.775,6117.75,Qatar
QA-129,Perfume3,Perfumes,7,961.6500000000001,6731.550000000001,Qatar
QA-130,Bottle2,Water bottles,6,1169.1,7014.599999999999,Qatar
QA-132,Perfume6,Perfumes,9,899.3249999999999,8093.924999999999,Qatar
QA-133,Jeans1,Jeans,2,706.725,1413.45,Qatar
QA-134,Jeans5,Jeans,3,752.175,2256.5249999999996,Qatar
QA-135,Jeans4,Jeans,1,657.9,657.9,Qatar
QA-136,Phone6,Smart Phone,3,685.5749999999999,2056.725,Qatar
QA-137,Tshirt5,Tshirts,7,941.175,6588.224999999999,Qatar
QA-138,Tshirt2,Tshirts,6,730.1250000000001,4380.750000000001,Qatar
QA-139,Tshirt6,Tshirts,4,913.5,3654.0,Qatar
QA-140,Shoes2,Shoes,1,537.975,537.975,Qatar
QA-141,Jeans1,Jeans,3,1141.65,3424.9500000000003,Qatar
QA-142,Jeans5,Jeans,4,656.775,2627.1,Qatar
QA-143,Bottle4,Water bottles,4,662.625,2650.5,Qatar
QA-144,Jeans3,Jeans,8,1161.9,9295.2,Qatar
QA-145,Phone1,Smart Phone,6,768.5999999999999,4611.599999999999,Qatar
QA-146,Phone4,Smart Phone,7,1018.575,7130.025000000001,Qatar
QA-147,Phone1,Smart Phone,7,1083.375,7583.625,Qatar
QA-148,Shoes5,Shoes,9,995.4000000000001,8958.6,Qatar
QA-149,Phone3,Smart Phone,7,881.775,6172.425,Qatar
QA-150,Shoes2,Shoes,4,600.3,2401.2,Qatar
QA-151,Tshirt5,Tshirts,6,832.95,4997.700000000001,Qatar
QA-152,Phone6,Smart Phone,8,706.05,5648.4,Qatar
QA-153,Tshirt4,Tshirts,2,759.1500000000001,1518.3000000000002,Qatar
QA-154,Jeans4,Jeans,6,845.55,5073.299999999999,Qatar
QA-155,Bottle3,Water bottles,7,1133.55,7934.849999999999,Qatar
QA-157,Bottle1,Water bottles,3,673.875,2021.625,Qatar
QA-158,Bottle2,Water bottles,10,893.025,8930.25,Qatar
QA-159,Jeans1,Jeans,2,938.475,1876.95,Qatar
QA-160,Phone6,Smart Phone,2,851.625,1703.25,Qatar
QA-161,Phone2,Smart Phone,5,971.325,4856.625,Qatar
QA-162,Perfume6,Perfumes,10,706.275,7062.75,Qatar
QA-163,Bottle1,Water bottles,10,1030.05,10300.5,Qatar
QA-166,Perfume4,Perfumes,7,611.325,4279.275000000001,Qatar
QA-167,Bottle2,Water bottles,3,840.6,2521.8,Qatar
QA-168,Perfume2,Perfumes,1,1011.3750000000001,1011.3750000000001,Qatar
QA-169,Jeans3,Jeans,7,797.85,5584.95,Qatar
QA-170,Tshirt6,Tshirts,5,552.6,2763.0,Qatar
QA-172,Tshirt1,Tshirts,1,953.1,953.1,Qatar
QA-173,Tshirt1,Tshirts,1,752.85,752.85,Qatar
QA-174,Shoes4,Shoes,6,911.0250000000001,5466.150000000001,Qatar
QA-175,Bottle3,Water bottles,4,1143.45,4573.8,Qatar
QA-176,Phone5,Smart Phone,6,1096.425,6578.549999999999,Qatar
QA-177,Tshirt4,Tshirts,7,994.5000000000001,6961.500000000001,Qatar
QA-178,Jeans1,Jeans,9,686.475,6178.275000000001,Qatar
QA-179,Jeans3,Jeans,8,849.1500000000001,6793.200000000001,Qatar
QA-180,Tshirt6,Tshirts,6,504.90000000000003,3029.4,Qatar
QA-181,Tshirt6,Tshirts,8,654.75,5238.0,Qatar
QA-182,Bottle5,Water bottles,6,789.075,4734.450000000001,Qatar
QA-183,Phone6,Smart Phone,2,1000.5749999999999,2001.1499999999999,Qatar
QA-184,Jeans6,Jeans,9,1098.675,9888.074999999999,Qatar
QA-186,Bottle5,Water bottles,8,609.525,4876.2,Qatar
QA-187,Tshirt4,Tshirts,4,661.5,2646.0,Qatar
QA-189,Shoes4,Shoes,4,990.2249999999999,3960.8999999999996,Qatar
QA-190,Bottle1,Water bottles,9,931.0500000000001,8379.45,Qatar
QA-191,Bottle3,Water bottles,10,1022.85,10228.5,Qatar
QA-192,Bottle3,Water bottles,7,945.2249999999999,6616.574999999999,Qatar
QA-193,Phone2,Smart Phone,2,694.35,1388.7,Qatar
QA-194,Shoes6,Shoes,4,1007.775,4031.1,Qatar
QA-196,Tshirt5,Tshirts,7,1170.225,8191.574999999999,Qatar
QA-197,Shoes6,Shoes,3,852.525,2557.575,Qatar
QA-198,Jeans1,Jeans,9,1082.25,9740.25,Qatar
QA-199,Shoes2,Shoes,8,595.35,4762.8,Qatar
QA-200,Bottle6,Water bottles,1,907.2,907.2,Qatar
GE-1,Bottle1,Water bottles,7,792.8715,5550.1005,Germany
GE-2,Tshirt6,Tshirts,3,554.187,1662.5610000000001,Germany
GE-3,Shoes2,Shoes,7,595.3395,4167.3765,Germany
GE-4,Bottle4,Water bottles,10,930.0465,9300.465,Germany
GE-5,Bottle4,Water bottles,10,1184.2775,11842.775,Germany
GE-6,Perfume3,Perfumes,8,585.2800000000001,4682.240000000001,Germany
GE-7,Phone2,Smart Phone,3,529.4955,1588.4865,Germany
GE-8,Tshirt4,Tshirts,3,780.0685,2340.2055,Germany
GE-9,Jeans3,Jeans,2,1048.9315000000001,2097.8630000000003,Germany
GE-10,Perfume4,Perfumes,4,716.968,2867.872,Germany
GE-11,Perfume3,Perfumes,9,897.1245000000001,8074.120500000001,Germany
GE-12,Tshirt4,Tshirts,2,780.983,1561.966,Germany
GE-13,Phone4,Smart Phone,1,633.7485,633.7485,Germany
GE-14,Shoes6,Shoes,7,603.5699999999999,4224.99,Germany
GE-15,Phone1,Smart Phone,8,977.6005,7820.804,Germany
GE-16,Perfume4,Perfumes,3,868.775,2606.325,Germany
GE-17,Phone5,Smart Phone,10,989.489,9894.89,Germany
GE-18,Shoes3,Shoes,10,540.4695,5404.695000000001,Germany
GE-19,Shoes6,Shoes,6,779.154,4674.924,Germany
GE-20,Shoes4,Shoes,4,684.046,2736.184,Germany
GE-21,Perfume1,Perfumes,2,1125.7495000000001,2251.4990000000003,Germany
GE-22,Jeans1,Jeans,1,835.8530000000001,835.8530000000001,Germany
GE-23,Perfume5,Perfumes,5,522.1795,2610.8975,Germany
GE-24,Tshirt3,Tshirts,7,737.0870000000001,5159.609,Germany
GE-25,Phone1,Smart Phone,4,747.1465000000001,2988.5860000000002,Germany
GE-26,Bottle3,Water bottles,5,766.3510000000001,3831.7550000000006,Germany
GE-27,Phone6,Smart Phone,2,1105.6305,2211.261,Germany
GE-29,Jeans5,Jeans,2,1018.753,2037.506,Germany
GE-30,Perfume3,Perfumes,10,1078.1955,10781.955,Germany
GE-31,Jeans3,Jeans,5,866.946,4334.7300000000005,Germany
GE-32,Bottle5,Water bottles,7,793.786,5556.5019999999995,Germany
GE-33,Phone6,Smart Phone,3,1134.8945,3404.6835,Germany
GE-34,Perfume2,Perfumes,4,978.515,3914.06,Germany
GE-35,Phone3,Smart Phone,9,1083.6825,9753.142499999998,Germany
GE-36,Phone5,Smart Phone,1,879.7489999999999,879.7489999999999,Germany
GE-37,Jeans2,Jeans,5,1108.374,5541.87,Germany
GE-38,Tshirt6,Tshirts,7,697.7635,4884.3445,Germany
GE-39,Jeans3,Jeans,4,796.5295000000001,3186.1180000000004,Germany
GE-40,Jeans1,Jeans,5,838.5965,4192.9825,Germany
GE-41,Phone4,Smart Phone,1,652.0385,652.0385,Germany
GE-42,Tshirt3,Tshirts,5,976.686,4883.43,Germany
GE-43,Tshirt6,Tshirts,1,547.7855000000001,547.7855000000001,Germany
GE-44,Shoes5,Shoes,2,1148.612,2297.224,Germany
GE-45,Shoes6,Shoes,2,790.128,1580.256,Germany
GE-46,Jeans2,Jeans,9,1171.4745,10543.2705,Germany
GE-47,Perfume5,Perfumes,2,677.6445,1355.289,Germany
GE-48,Shoes3,Shoes,7,1080.939,7566.573,Germany
GE-49,Phone2,Smart Phone,3,660.269,1980.807,Germany
GE-50,Phone3,Smart Phone,1,856.8865,856.8865,Germany
GE-51,Tshirt3,Tshirts,8,994.0614999999999,7952.491999999999,Germany
GE-53,Perfume1,Perfumes,1,999.5485,999.5485,Germany
GE-54,Jeans3,Jeans,5,962.9685,4814.8425,Germany
GE-55,Bottle1,Water bottles,4,1118.4335,4473.734,Germany
GE-56,Phone3,Smart Phone,4,719.7115,2878.846,Germany
GE-57,Jeans4,Jeans,7,1069.0505,7483.3535,Germany
GE-58,Tshirt4,Tshirts,7,1166.902,8168.314,Germany
GE-59,Phone1,Smart Phone,5,867.8605,4339.3025,Germany
GE-61,Tshirt6,Tshirts,8,1070.8795,8567.036,Germany
GE-62,Phone2,Smart Phone,6,917.2434999999999,5503.460999999999,Germany
GE-63,Jeans5,Jeans,3,1110.203,3330.609,Germany
GE-64,Shoes4,Shoes,3,693.191,2079.5730000000003,Germany
GE-65,Shoes3,Shoes,7,769.0945,5383.6615,Germany
GE-66,Phone5,Smart Phone,1,1165.073,1165.073,Germany
GE-67,Bottle2,Water bottles,8,649.295,5194.36,Germany
GE-68,Jeans1,Jeans,7,935.5335000000001,6548.7345000000005,Germany
GE-69,Shoes2,Shoes,2,518.5215000000001,1037.0430000000001,Germany
GE-70,Phone6,Smart Phone,4,1016.0095,4064.038,Germany
GE-71,Shoes3,Shoes,7,600.8265,4205.7855,Germany
GE-72,Perfume2,Perfumes,5,1025.1545,5125.772500000001,Germany
GE-73,Jeans4,Jeans,1,714.2245,714.2245,Germany
GE-74,Perfume4,Perfumes,6,922.7305,5536.383,Germany
GE-75,Tshirt1,Tshirts,6,1200.7385000000002,7204.4310000000005,Germany
GE-76,Jeans6,Jeans,7,1031.556,7220.892,Germany
GE-77,Tshirt5,Tshirts,6,1170.5600000000002,7023.360000000001,Germany
GE-78,Shoes5,Shoes,10,1012.3515000000001,10123.515000000001,Germany
GE-79,Tshirt3,Tshirts,7,723.3695,5063.5865,Germany
GE-80,Shoes2,Shoes,9,537.726,4839.534,Germany
GE-81,Jeans5,Jeans,6,1132.151,6792.906000000001,Germany
GE-82,Shoes6,Shoes,3,693.191,2079.5730000000003,Germany
GE-83,Jeans4,Jeans,5,1039.7865,5198.9325,Germany
GE-84,Shoes3,Shoes,5,876.091,4380.455,Germany
GE-85,Jeans3,Jeans,8,1051.675,8413.4,Germany
GE-86,Bottle6,Water bottles,1,641.9789999999999,641.9789999999999,Germany
GE-87,Jeans1,Jeans,3,1010.5225000000002,3031.5675000000006,Germany
GE-88,Phone1,Smart Phone,9,853.2285,7679.056500000001,Germany
GE-89,Bottle2,Water bottles,2,652.953,1305.906,Germany
GE-90,Jeans6,Jeans,5,909.013,4545.0650000000005,Germany
GE-91,Jeans5,Jeans,1,882.4925000000001,882.4925000000001,Germany
GE-92,Phone1,Smart Phone,8,989.489,7915.912,Germany
GE-93,Tshirt3,Tshirts,2,788.299,1576.598,Germany
GE-94,Tshirt3,Tshirts,2,835.8530000000001,1671.7060000000001,Germany
GE-96,Tshirt6,Tshirts,8,738.916,5911.328,Germany
GE-97,Bottle5,Water bottles,1,1078.1955,1078.1955,Germany
GE-98,Tshirt6,Tshirts,10,779.154,7791.54,Germany
GE-99,Jeans2,Jeans,7,571.5625,4000.9375,Germany
GE-100,Jeans4,Jeans,5,968.4555,4842.2775,Germany
GE-101,Jeans1,Jeans,7,1031.556,7220.892,Germany
GE-102,Bottle5,Water bottles,2,1100.1435,2200.287,Germany
GE-103,Phone4,Smart Phone,8,698.678,5589.424,Germany
GE-104,Tshirt4,Tshirts,10,641.0645,6410.6449999999995,Germany
GE-105,Tshirt1,Tshirts,8,989.489,7915.912,Germany
GE-106,Bottle2,Water bottles,9,955.6524999999999,8600.8725,Germany
GE-107,Shoes4,Shoes,8,721.5405,5772.324,Germany
GE-108,Bottle3,Water bottles,9,812.0760000000001,7308.684000000001,Germany
GE-109,Perfume1,Perfumes,9,584.3655,5259.2895,Germany
GE-110,Tshirt4,Tshirts,10,1086.4260000000002,10864.260000000002,Germany
GE-111,Perfume1,Perfumes,1,588.9380000000001,588.9380000000001,Germany
GE-112,Jeans2,Jeans,1,566.99,566.99,Germany
GE-113,Shoes3,Shoes,8,1047.1025,8376.82,Germany
GE-114,Shoes3,Shoes,3,658.44,1975.3200000000002,Germany
GE-117,Phone6,Smart Phone,10,1024.24,10242.4,Germany
GE-118,Perfume3,Perfumes,7,1080.0245,7560.1715,Germany
GE-119,Jeans1,Jeans,1,1003.2065000000001,1003.2065000000001,Germany
GE-120,Tshirt2,Tshirts,3,970.2845,2910.8535,Germany
GE-121,Bottle5,Water bottles,5,1055.3329999999999,5276.664999999999,Germany
GE-122,Phone1,Smart Phone,3,1033.385,3100.1549999999997,Germany
GE-125,Bottle6,Water bottles,7,1112.0320000000002,7784.224000000001,Germany
GE-126,Perfume6,Perfumes,5,534.068,2670.34,Germany
GE-127,Perfume5,Perfumes,8,673.072,5384.576,Germany
GE-128,Tshirt4,Tshirts,9,553.2725,4979.4525,Germany
GE-129,Phone4,Smart Phone,10,1176.047,11760.470000000001,Germany
GE-131,Shoes4,Shoes,4,926.3885000000001,3705.5540000000005,Germany
GE-132,Perfume6,Perfumes,3,1135.809,3407.4269999999997,Germany
GE-133,Phone4,Smart Phone,6,1074.5375000000001,6447.225,Germany
GE-134,Jeans5,Jeans,2,982.173,1964.346,Germany
GE-135,Jeans2,Jeans,2,1072.7085000000002,2145.4170000000004,Germany
GE-137,Shoes3,Shoes,3,1097.4,3292.2000000000003,Germany
GE-138,Tshirt1,Tshirts,2,947.422,1894.844,Germany
GE-139,Jeans4,Jeans,6,1066.307,6397.842000000001,Germany
GE-140,Perfume3,Perfumes,9,938.277,8444.493,Germany
GE-141,Tshirt4,Tshirts,2,1201.653,2403.306,Germany
GE-142,Perfume1,Perfumes,1,868.775,868.775,Germany
GE-143,Tshirt2,Tshirts,3,1026.0690000000002,3078.2070000000003,Germany
GE-144,Perfume4,Perfumes,2,618.202,1236.404,Germany
GE-145,Jeans1,Jeans,8,1197.9950000000001,9583.960000000001,Germany
GE-146,Tshirt2,Tshirts,8,750.8045000000001,6006.436000000001,Germany
GE-147,Tshirt3,Tshirts,7,764.5219999999999,5351.6539999999995,Germany
GE-148,Jeans5,Jeans,4,606.3135,2425.254,Germany
GE-149,Phone4,Smart Phone,9,1073.623,9662.607,Germany
GE-150,Tshirt4,Tshirts,1,1018.753,1018.753,Germany
GE-151,Tshirt1,Tshirts,7,1206.2255,8443.5785,Germany
GE-152,Tshirt4,Tshirts,3,1150.441,3451.3230000000003,Germany
GE-153,Bottle6,Water bottles,9,1199.824,10798.416000000001,Germany
GE-154,Bottle6,Water bottles,5,1021.4965,5107.4825,Germany
GE-155,Shoes1,Shoes,9,941.9350000000001,8477.415,Germany
GE-156,Phone4,Smart Phone,9,951.9945,8567.9505,Germany
GE-157,Phone6,Smart Phone,7,1059.9055,7419.338500000001,Germany
GE-158,Tshirt1,Tshirts,7,1024.24,7169.68,Germany
GE-159,Jeans5,Jeans,5,660.269,3301.3450000000003,Germany
GE-160,Shoes5,Shoes,3,524.923,1574.769,Germany
GE-161,Perfume5,Perfumes,5,1025.1545,5125.772500000001,Germany
GE-162,Tshirt6,Tshirts,6,693.191,4159.146000000001,Germany
GE-163,Tshirt1,Tshirts,2,827.6225000000001,1655.2450000000001,Germany
GE-164,Tshirt4,Tshirts,4,1080.939,4323.756,Germany
GE-165,Perfume6,Perfumes,9,1108.374,9975.366,Germany
GE-166,Shoes3,Shoes,10,986.7455,9867.455,Germany
GE-167,Perfume6,Perfumes,6,875.1765,5251.059,Germany
GE-168,Shoes4,Shoes,7,1097.4,7681.800000000001,Germany
GE-169,Tshirt4,Tshirts,8,661.1835000000001,5289.468000000001,Germany
GE-170,Bottle5,Water bottles,9,877.0055,7893.0495,Germany
GE-171,Shoes5,Shoes,7,1217.1995000000002,8520.3965,Germany
GE-172,Phone6,Smart Phone,3,610.886,1832.658,Germany
GE-173,Bottle4,Water bottles,9,1122.0915,10098.8235,Germany
GE-174,Jeans4,Jeans,3,1179.7050000000002,3539.1150000000007,Germany
GE-175,Tshirt5,Tshirts,2,594.4250000000001,1188.8500000000001,Germany
GE-176,Tshirt5,Tshirts,6,725.1985,4351.191,Germany
GE-178,Phone1,Smart Phone,5,1140.3815000000002,5701.907500000001,Germany
GE-180,Tshirt4,Tshirts,5,910.8420000000001,4554.210000000001,Germany
GE-181,Phone4,Smart Phone,10,602.6555,6026.554999999999,Germany
GE-182,Bottle4,Water bottles,8,613.6295,4909.036,Germany
GE-183,Tshirt5,Tshirts,7,783.7265000000001,5486.085500000001,Germany
GE-185,Shoes6,Shoes,3,1011.4370000000001,3034.3110000000006,Germany
GE-186,Bottle3,Water bottles,2,965.7120000000001,1931.4240000000002,Germany
GE-187,Perfume5,Perfumes,1,1188.8500000000001,1188.8500000000001,Germany
GE-188,Phone5,Smart Phone,2,976.686,1953.372,Germany
GE-189,Tshirt3,Tshirts,4,1098.3145,4393.258,Germany
GE-190,Perfume4,Perfumes,9,940.106,8460.954,Germany
GE-191,Tshirt4,Tshirts,1,749.89,749.89,Germany
GE-192,Tshirt5,Tshirts,5,572.477,2862.3849999999998,Germany
GE-193,Perfume2,Perfumes,3,689.533,2068.599,Germany
GE-194,Shoes4,Shoes,1,944.6785,944.6785,Germany
GE-195,Tshirt6,Tshirts,7,577.964,4045.7480000000005,Germany
GE-196,Shoes3,Shoes,2,545.042,1090.084,Germany
GE-197,Perfume5,Perfumes,9,1043.4445,9391.0005,Germany
GE-198,Tshirt3,Tshirts,8,901.697,7213.576,Germany
GE-199,Tshirt4,Tshirts,1,699.5925000000001,699.5925000000001,Germany
GE-200,Bottle1,Water bottles,9,971.199,8740.791,Germany
OM-1,Jeans3,Jeans,5,1799.908,8999.539999999999,Oman
OM-2,Phone6,Smart Phone,3,1582.455,4747.365,Oman
OM-3,Perfume5,Perfumes,4,2282.18,9128.72,Oman
OM-4,Shoes2,Shoes,5,2340.311,11701.555,Oman
OM-5,Shoes5,Shoes,9,2103.481,18931.329,Oman
OM-6,Phone6,Smart Phone,7,1395.1440000000002,9766.008000000002,Oman
OM-7,Jeans6,Jeans,10,2439.349,24393.49,Oman
OM-8,Phone5,Smart Phone,6,2781.676,16690.056,Oman
OM-9,Bottle5,Water bottles,8,2327.393,18619.144,Oman
OM-10,Bottle4,Water bottles,5,2540.5400000000004,12702.700000000003,Oman
OM-11,Phone4,Smart Phone,4,1558.7720000000002,6235.088000000001,Oman
OM-12,Shoes3,Shoes,6,2730.004,16380.024,Oman
OM-14,Phone2,Smart Phone,6,2394.136,14364.815999999999,Oman
OM-15,Tshirt4,Tshirts,2,1888.181,3776.362,Oman
OM-16,Shoes5,Shoes,10,2047.5030000000002,20475.030000000002,Oman
OM-17,Perfume2,Perfumes,7,1416.674,9916.718,Oman
OM-18,Bottle5,Water bottles,7,2327.393,16291.751,Oman
OM-19,Bottle2,Water bottles,2,2639.578,5279.156,Oman
OM-20,Phone1,Smart Phone,8,1888.181,15105.448,Oman
OM-21,Phone2,Smart Phone,7,1423.133,9961.931,Oman
OM-22,Perfume4,Perfumes,1,1461.8870000000002,1461.8870000000002,Oman
OM-23,Perfume6,Perfumes,3,2497.48,7492.4400000000005,Oman
OM-24,Shoes4,Shoes,8,1651.351,13210.808,Oman
OM-25,Shoes3,Shoes,5,2964.681,14823.405,Oman
OM-26,Bottle3,Water bottles,10,1311.1770000000001,13111.77,Oman
OM-27,Phone2,Smart Phone,1,1967.8420000000003,1967.8420000000003,Oman
OM-28,Tshirt1,Tshirts,6,1496.335,8978.01,Oman
OM-29,Tshirt2,Tshirts,10,2013.055,20130.55,Oman
OM-30,Phone4,Smart Phone,9,1681.493,15133.437,Oman
OM-31,Jeans2,Jeans,6,2822.583,16935.498,Oman
OM-32,Bottle2,Water bottles,2,2473.797,4947.594,Oman
OM-33,Phone6,Smart Phone,3,1451.122,4353.366,Oman
OM-34,Phone4,Smart Phone,10,2986.211,29862.109999999997,Oman
OM-35,Phone5,Smart Phone,8,1995.831,15966.648,Oman
OM-38,Tshirt5,Tshirts,6,1502.794,9016.764000000001,Oman
OM-39,Bottle1,Water bottles,9,3083.096,27747.864,Oman
OM-40,Shoes4,Shoes,9,2913.009,26217.081,Oman
OM-41,Phone6,Smart Phone,2,2538.387,5076.774,Oman
OM-43,Phone5,Smart Phone,10,2628.813,26288.13,Oman
OM-44,Shoes3,Shoes,10,2656.802,26568.02,Oman
OM-45,Perfume3,Perfumes,8,2346.77,18774.16,Oman
OM-46,Bottle3,Water bottles,10,1345.625,13456.25,Oman
OM-47,Jeans5,Jeans,5,1754.6950000000002,8773.475,Oman
OM-49,Perfume6,Perfumes,8,1967.8420000000003,15742.736000000003,Oman
OM-50,Bottle2,Water bottles,9,2861.337,25752.033,Oman
OM-51,Tshirt2,Tshirts,3,2818.277,8454.831,Oman
OM-52,Phone4,Smart Phone,8,2615.8950000000004,20927.160000000003,Oman
OM-53,Perfume6,Perfumes,1,2463.032,2463.032,Oman
OM-54,Tshirt1,Tshirts,7,2161.612,15131.284,Oman
OM-55,Perfume2,Perfumes,7,2159.459,15116.213,Oman
OM-56,Phone1,Smart Phone,8,1991.525,15932.2,Oman
OM-57,Perfume6,Perfumes,2,2962.5280000000002,5925.0560000000005,Oman
OM-58,Phone5,Smart Phone,5,1905.405,9527.025,Oman
